data.file,"1-(2-Furanyl)-1,2-butanedione","16,17-Dihydroxy-9(11)-kauren-19-oic acid (i)","16,17-Dihydroxy-9(11)-kauren-19-oic acid (ii)",1-Methyl-2-pyrrolecarboxaldehyde,1-Methyl-2-pyrrolecarboxaldehyde (i),1-Methyl-2-pyrrolecarboxaldehyde (ii),"2,3-Pentanedione",2-Acetyl-5-methylthiophene,2-Ethylthiazole,Dihydroxynicotinamide (i),Dihydroxynicotinamide (ii),2'-Methoxypleurospermine,2-Methyl-5-(1-propenyl)pyrazine,2-Oxobutanoic acid (2-Ketobutyrate),"3-(3,4-Dihydroxyphenyl)-2-propenoic acid","3,4-Dicaffeoylquinic acid lactone","3,4-Dimethyl-1,2-cyclopentanedione",3-Methyl-5-O-Caffeoylquinic acid lactone,4-Coumaric acid,"4-Ethyl-1,2-dimethoxybenzene",4-Methylcatechol,4-O-p-Coumaroylquinic acid 1'-3-Lactone,Adenine,Aspartame (i),Aspartame (ii),Atractyligenin,Baptifoline,Benzenetriol (i),Benzenetriol (ii),Butanedione (iii),Cafamarine,Cafestol,Caffeic acid,Caffeine,Caffeoylquinic acid (i),Caffeoylquinic acid (ii),Caffeoylquinic acid (iii),Caffeoylquinic acid (iv),Caffeoylquinic acid (v),Caffeoylquinic acid derivative (i),Caffeoylquinic acid derivative (ii),Caffeoylquinic acid lactone (i),Caffeoylquinic acid lactone (ii),Campestanol (chalinastanol) (i),Caramel furanone,Cinnamoylglycine,Coixinden A,Coumaroylquinic acid (i),Coumaroylquinic acid (ii),Cyclo(isoleucyl-prolyl) (i),Cyclo(isoleucyl-prolyl) (ii),Cyclo(phenylalanyl-prolyl) (i),Cyclo(phenylalanyl-prolyl) (ii),Cyclo(prolyl-prolyl),Cyclo(prolyl-valyl),Cyclopentanone,Demethoxypleurospermine,"Diacetin (glycerol 1,2-diacetate) (i)","Diacetyl (2,3-Butanedione)",Dicaffeoylquinic acid (i),Dicaffeoylquinic acid (ii),Dihydroxycinnamoyl tryptophan,Ferulic acid,Feruloylquinic acid (i),Feruloylquinic acid (ii),Feruloylquinic acid (iii),Furfuyl alcohol (furanmethanol),Guanosine,Hydroxybenzoic acid (i),Hydroxybenzoic acid (ii),Hydroxycinnamoyl tryptophan,Hydroxyglutarate,Hypoxanthine,Kahweol,Liberine,Linoleic acid,Methionine,Nicotinic acid,Ochratoxin A (i),Ochratoxin A (ii),Paraxanthine,Phenylalanine,Scopoletin,Theobromine,Theophylline,Trigonelline,Trimethylamine,Xanthine
Brew-105.d,1047182,1319242,2358188,840046,365068,691309,214133,319147,27218,373585,596743,136292,303225,239806,873819,373382,931700,3324086,1201422,927112,258407,614013,146264,29825,257859,382480,238733,1338636,13855114,133189,167548,184312,1471603,55554408,11797721,5509299,7783340,3408489,1045793,1234058,426156,3838106,10403404,346488,924215,406893,236620,1196978,405540,4853343,3131870,850784,730129,2073698,1726451,182096,176977,790297,3502383,213292,136483,240042,787290,5543272,1392202,796234,976154,138796,2591455,2214295,176433,1768442,422172,543127,,235159,102964,13702245,3234,34740,265721,585472,1747020,1212817,91119,1484920,686458,306912
Brew-107.d,656500,349730,814320,459106,239910,515829,165789,225461,25290,535284,764434,210147,302208,403195,881810,362529,470946,4703595,647169,1337115,226427,241265,110717,109735,73077,120558,120205,5751507,5180539,394535,416659,60694,521224,61306451,18528178,7705758,10645125,3014491,1003058,1791132,583109,3272247,8495445,340589,2696426,252972,82283,1068867,237968,3726286,2952579,534505,489841,1055292,1554457,219916,154539,501609,2583629,327000,212210,1048062,74843,14729373,3125998,1358117,619982,275630,1580236,848559,603792,2165146,383413,732185,51531,195399,41486,14526734,42442,41623,200529,354863,872803,950374,645942,663325,640349,399175
Brew-111.d,513554,537473,1241848,374296,156409,370971,89131,102658,10757,167818,264559,95691,129886,156026,727800,204740,261988,2427358,503958,2650097,133531,282166,59803,46746,47068,153734,80824,1250083,3426897,154465,125710,78107,405590,88206338,8117192,3366213,5137980,1420207,426684,987347,319074,2997450,6952344,348130,1047470,316806,43335,598953,108196,1871176,1402309,329015,340199,783513,723833,105695,107096,242221,1372017,221264,185739,620105,114657,4657239,1108395,501044,358613,94922,898328,716007,344788,706334,225722,510635,72821,212014,26374,4838048,18482,27131,191394,359812,703602,450621,441398,541025,606392,225558
Brew-115.d,539332,500328,1219593,244760,178099,305240,68967,127755,12955,220466,403393,195256,142565,203421,818289,277001,273358,4531693,558318,1485275,143594,310971,59502,47867,34526,153761,88773,3697672,2384098,263654,278148,77406,340577,55972388,12388347,4756734,7388558,1748452,573709,1322005,375374,4032109,9881615,364363,950361,309474,,804115,225893,2418227,1857014,366320,388566,758172,837271,86965,137462,273982,974818,402770,329529,1255473,139916,8577436,1806044,701781,363218,206561,979487,446003,788424,975244,340383,541847,125483,199601,35707,8526554,15081,33424,206990,679228,777442,664325,582802,499420,595894,364078
Brew-116.d,595685,730502,1419951,305400,195970,372556,128059,146004,17125,295361,416695,221914,171224,219637,679979,307396,342501,5120595,601470,1004850,198374,427098,68288,54802,68514,191443,106572,1755868,4096444,199969,146592,98220,417538,65257389,17114795,6885021,10665592,2310955,794268,1652224,569166,4549094,11569956,332830,1043815,373095,73305,998718,183452,2613482,2057807,380666,398779,875427,865790,108348,158498,345334,1198668,702654,590889,2627377,191253,13502591,2764334,808255,429312,247321,1075054,595431,1016459,1193322,277244,507971,98931,226238,45263,7436231,19921,41204,261312,387727,980471,655702,861681,592488,620680,258207
Brew-117.d,808065,925075,3485156,284372,88964,433574,47025,210940,22680,217526,78844,63235,48060,624416,795034,,253295,2337582,644673,710241,460989,424884,53790,115486,43783,346084,,19518212,4382303,1273444,589962,239151,267514,57363534,34677983,15604042,22492927,3179637,1507331,2969731,925209,6324006,15189969,368052,2374713,1516841,96665,2274281,516935,1137349,1720805,116815,305739,722930,384512,47056,47861,454270,791634,1392202,1243733,687569,723384,13716429,2555904,539687,423649,196290,969893,204471,223657,5374797,232714,717320,,153086,38928,3125962,6854,65591,102789,357810,1002323,441643,102634,1294925,565862,321160
Brew-118.d,987679,1236279,2278070,601519,337000,471083,231508,377897,32343,227880,518932,118048,134753,192433,740827,20011,1025678,2582056,1115487,961550,270144,591790,140481,57288,295896,369689,254591,834295,11252542,78155,46059,179624,1537211,46559233,9440246,3868969,5836745,3606923,713777,981561,321764,3230950,8635981,335413,659493,285900,176386,1114709,340212,4665178,2847117,962038,770595,2177087,1920665,131326,151883,738284,2535255,161355,115773,164580,721429,4798454,970607,857989,1019939,76799,2621935,2953111,141215,1371293,491700,597170,,158968,116270,22930380,90626,31909,132297,620470,1487349,637685,,1719598,795947,289531
Brew-119.d,520049,521675,1004167,211785,149978,254122,82639,114036,12173,190844,290785,123367,101766,166797,789994,250580,292796,3746594,463513,964901,157413,305624,49862,39328,67332,141985,88879,1419788,2435486,170860,102555,61620,384094,22052531,13500738,5231889,8301897,1780131,606377,1442111,421531,3548909,9352067,363722,673536,300269,80088,858097,226509,2105796,1748095,316845,365433,778339,717840,59140,110339,179156,790423,426989,377023,1654100,184010,10024119,1979463,618167,340617,183686,875012,467577,616407,995772,237279,588316,111749,187154,29024,6818955,1214,37532,214284,420077,808428,547822,703786,533365,579730,299712
Brew-121.d,656052,941519,2741060,244732,86173,334610,53582,136055,11878,234727,138065,63969,92336,315924,945023,235829,207733,2858038,529338,1567979,279017,409150,49327,68646,39595,288419,23057,6463727,3226540,664053,611325,188467,225412,59209266,24555283,9581152,15243505,2361474,954038,2557843,749488,6191332,14341638,332086,1669478,774592,119026,1479691,243555,1228993,1881595,113988,217832,604867,294376,48129,82552,314096,718966,922549,872731,489006,511354,9552355,1649469,430210,350016,151648,827284,229964,139225,2315901,176449,772068,,178584,22126,2877555,6541,66800,159756,395455,752337,600432,,668639,603538,
Brew-122.d,595344,664151,1749061,231723,138596,328505,56645,137120,16684,347683,284742,182194,127243,314453,909003,276801,204996,5120913,506642,1025932,216512,358595,42204,73109,38907,210508,63159,7765898,2908436,443180,295617,116970,281320,51394458,20346247,8949248,13337295,2314629,863011,2225630,700152,5513964,13405715,329436,1282594,551432,77084,1105261,281963,1991801,1985596,215243,335229,690988,650802,77754,92260,314063,804971,1024400,922848,2368170,281535,14521493,2948886,734524,341171,256052,873713,282825,979375,1865145,245777,832956,92750,200153,35942,4852450,10782,43503,192679,436481,978764,620009,462897,603291,427533,309901
Brew-124.d,485707,901725,2621162,170185,64269,231770,41175,79696,8365,168982,102156,57896,62249,257093,897435,175687,153755,2450465,385106,1060279,256877,353044,17724,80690,32773,246284,,9657259,1991587,718415,659447,176932,46452,97354674,23271740,8317159,12849861,1614551,711412,2404333,669692,5521676,12735676,342987,1590004,573529,69484,1294471,244802,917131,1397911,77367,173202,436428,224670,28655,38153,253268,489637,886068,809832,398013,324807,8119845,1475215,294869,230460,148235,580654,157100,106145,1966783,123618,659536,,178727,,2692673,,57789,137590,241848,550378,463046,95826,469016,641734,151212
Brew-126.d,603567,934638,2876052,299108,115401,358425,73244,109896,17027,157661,127577,78333,58503,221466,781074,,253110,2740295,548123,1061486,234431,411834,48794,61152,51315,277737,40823,5572009,3866959,352811,198751,190445,274777,24890348,15802934,6191777,9221320,2103039,744207,1756663,554472,4875540,11599998,331334,983743,548495,77871,1176629,263752,848888,806909,176061,286986,675386,409848,64025,137549,272181,898370,439386,383658,225180,431666,6258166,1286205,498736,364223,127885,900133,407441,84125,1503425,219489,605186,,203248,29922,5300593,4908,45156,103636,597475,752677,458065,,735603,567260,157238
Brew-127.d,526529,670227,1595992,236560,73012,313652,62142,97464,12536,115952,123535,47049,66281,211670,862253,185938,201053,1918817,532053,1153229,171072,281856,37485,44689,37840,211706,35098,3919900,3434059,266720,184784,103734,263744,98743833,14331963,4793608,7878809,1857687,680360,1755062,439820,4431652,10381232,357389,611277,567444,115947,828834,146090,1216178,1243963,143489,231198,619557,362204,36938,56498,217543,608043,329441,336264,181999,394617,4396255,885569,352519,285180,71829,729415,240089,61702,1059959,157553,622590,44294,168999,39914,3482172,8075,35739,113440,409333,641863,466758,58680,621383,655203,
Brew-13.d,589162,912266,2863421,344299,103531,377991,80314,97876,15599,149164,117615,80794,59026,236172,423799,,244852,2694622,524728,3228251,193216,445843,41340,69141,44182,276715,34836,5621294,4042957,359664,220750,212023,216420,22683156,15192438,5076967,7167204,1889905,608721,2004779,535256,4822186,11533111,368388,1266758,510248,65887,994686,179318,741227,672537,144500,248943,627765,433773,96018,76252,252236,1168262,384461,317127,258447,395569,5583373,1072794,394469,325750,125594,784320,320869,95540,1175276,198947,303713,,169010,33495,1738363,6064,37699,102709,173828,732923,403091,,682945,516942,77446
Brew-131.d,534036,639369,1708821,155367,86800,214623,61922,101696,12455,179978,131550,40209,59506,267672,875118,192139,177862,1887476,460857,1490671,226766,288332,33959,53144,30679,194688,23923,5844512,2266973,578172,414601,108269,167309,89209273,19610915,7034638,11449262,1775973,757473,2173949,629116,4583537,10479362,362567,1040860,611358,99022,1145623,197624,1142329,1479391,98024,193235,519805,264314,26263,42708,311868,429102,626106,529983,278168,385895,6757150,1236513,331434,302231,108632,786720,169353,79096,1888781,144272,636430,,182489,22403,3346579,5162,49847,105478,353952,548541,458987,,577763,639343,
Brew-134.d,462424,902302,763818,336142,196224,232935,109601,87073,8544,98471,278186,87289,131586,27319,833517,190353,327986,1373213,386693,1064016,80453,195939,75954,,115017,180533,148330,323615,4058540,45300,73065,49146,699092,96487252,2415821,1202216,1970343,1018491,267036,402889,121694,985705,3112676,348697,233463,86417,93510,299967,74014,2355780,1438517,533755,392349,1098265,893954,106537,87911,245929,1522182,54124,41210,80403,288330,1568814,431286,297282,561452,61075,1549278,1836001,48180,394388,306526,674999,64310,185208,30595,9517902,2866,10246,152243,718038,738756,627999,152058,453739,574957,152943
Brew-135.d,654741,882258,2786749,218040,67968,310132,51330,158509,17571,175881,77389,70411,33550,407076,851189,,209575,2537985,568521,1045870,292540,336410,32098,82645,45580,262848,22289,11910644,3292402,706010,302366,206151,224209,47408696,23445168,10059387,15229664,2550836,1115786,2566326,813528,5549884,13718749,320255,1103557,968331,86089,1418741,258347,1057935,1269131,129700,260493,605253,349600,39909,41895,352947,625578,932723,821512,713607,490030,10757457,2187540,562017,351636,130969,895932,236207,299437,2821410,226388,676590,,182440,48401,3331764,7487,54824,96861,360458,894960,325777,166635,941907,744776,296761
Brew-137.d,157550,110710,273283,94405,45581,107986,,12692,,,8196,22990,,,820600,43417,75580,578457,94831,1038960,36376,65602,6148,8580,13134,37863,27755,376007,735580,44067,28463,11529,140398,68537644,1771929,781034,1403572,347507,109797,355386,103590,747618,2003588,344170,103090,92417,12492,158803,28870,606718,474735,118975,129451,274509,229215,,34628,153357,359224,61737,55085,97056,42578,1135177,286159,130638,155319,29504,450168,216569,55469,251557,80212,797729,39847,239851,,2292820,,8558,63037,286876,182593,134747,130023,178136,632721,
Brew-140.d,716758,418376,971167,359144,185401,466464,87575,226747,25665,558630,547946,200969,209641,563895,908686,338363,408707,4779681,671006,1237692,334057,299363,81865,145631,122222,135001,74358,5970672,5108866,592532,369479,60837,425697,50367981,26968626,11215998,17300526,3350951,1257485,2663522,899858,4314147,11005243,340676,2412689,461438,83238,1510122,322256,3403407,3296886,331801,428816,1025650,1139519,143783,91975,430362,1548506,642130,425257,1355828,174475,21173644,4260673,1123172,559628,341416,1454527,504639,536573,3543627,322618,697103,120583,180325,33651,9991148,21227,66192,317461,536261,923570,867901,541752,818492,507162,336847
Brew-142.d,902749,846591,1754668,680028,249172,584453,170114,259843,24884,238912,352833,95319,143081,157927,855527,12667,786475,2331812,968983,1169834,213182,437378,125570,30800,200985,319130,197790,1050201,11219296,98928,60179,129292,1258005,52849714,7525805,3912140,5637962,2649662,852752,994610,346373,2590917,7595942,340211,719739,324413,136381,843685,218602,3395443,2461568,770738,647554,1754566,1425308,133718,128448,526013,2621192,141579,111728,198088,686423,4215065,1172618,776725,834853,66088,2360670,2250914,187131,912468,428084,649085,,190106,88344,16019571,69984,26568,104183,639505,1343249,406091,,1445678,704053,306785
Brew-143.d,1678410,2073282,1916197,1958556,800387,1167762,795854,1056438,74973,700105,1835307,325593,616403,439130,840347,424993,3390261,3110037,1698215,,417484,522553,264295,,779772,575365,527818,1332503,41679315,121809,40577,255296,3918178,65083534,12295650,5994513,8520152,6579140,1822361,1069210,388344,3217201,8993203,338056,2954360,195937,734644,1557910,406246,11603027,6457676,2346456,1235826,4264505,5213944,550601,402292,2516144,12946005,104588,69692,545045,668070,8340649,1674978,1822432,3144773,236655,5223272,9336677,345230,2549470,1243162,656183,,179847,312494,42753280,327549,39262,616340,1390434,3148003,3428139,329629,3789770,619118,704450
Brew-144.d,532396,834132,2564373,213912,103906,287023,74874,107778,14396,95719,115996,73636,35909,197347,879470,,233319,2370272,523095,1217223,211030,376276,50640,45592,48528,261522,39794,5139790,2995092,323359,169361,173691,261198,26998815,13519874,5226492,8272256,1758760,613592,1458268,428734,4357198,10407165,319031,614951,466159,63308,1003816,233405,771542,698394,150738,230733,617679,332165,46779,63941,279246,692472,375672,340209,203560,340737,5382759,1102058,414381,399217,108206,1109693,300204,97858,1244971,229466,623402,,179109,31892,5170827,842,44069,102549,829066,607003,404060,52950,619899,660797,225778
Brew-145.d,494285,525451,960461,223156,154905,271118,97079,100426,11942,182209,278704,118788,106104,153904,911091,246043,264649,3683121,493023,1142245,147377,289543,58400,33304,44194,140896,75007,1387750,2721911,163071,88638,59297,324454,59636924,11939908,4974990,7582099,1627364,524316,1470395,463049,3488808,9039908,339386,504591,298235,69569,781343,148643,2012447,1741552,300050,341458,698139,693712,63169,106841,257085,811015,477346,351632,1656229,159250,9311872,1979468,659994,366749,187730,993227,490902,693483,956865,237546,821780,119533,210600,28462,8115384,16968,35019,202758,568931,811947,538632,743950,490612,689557,220520
Brew-148.d,519295,966128,2490041,232292,104543,310545,55566,95403,12025,142710,152521,72210,89552,188622,762949,208894,214703,2742095,461908,1677739,227446,415568,36351,57926,76231,268483,41607,4052506,3667832,279038,410800,169713,255511,53175421,17157763,6148125,10214061,2207184,729736,1797332,536203,5601290,12711782,343951,1025674,531994,75548,1115667,254616,1385146,1488507,140719,233021,614359,399044,56709,56748,310532,715340,548670,473072,194184,430723,6691113,1198055,403416,304382,109418,781509,232924,75406,1602398,169907,516554,94920,195192,31005,4739839,4872,38534,156348,477153,601703,439838,91016,541799,618376,81950
Brew-15.d,496352,492957,1099031,355369,153405,375127,82484,116226,10813,190126,219761,108524,131760,163125,470269,223490,273966,2380682,480222,3567077,129335,258773,58543,32771,39709,133619,78246,1312705,3464779,146764,119913,80592,418764,97268252,7839725,3030975,4038825,1438444,442404,1206622,358136,2401467,6654273,425926,792849,310550,42236,594537,121483,1836120,1352220,336296,342489,771921,786954,128462,93162,160900,1387921,194469,150097,568294,106288,4604549,1064525,499102,413452,92756,1018451,698641,326626,697292,217309,355529,130810,139258,29157,2389432,12803,29433,213161,208040,653298,469066,442927,546061,722917,157451
Brew-150.d,570560,1064401,2351438,270635,115079,340955,74190,119745,13068,172593,209336,83431,87786,271465,916283,210461,233840,2958191,538785,1036904,234578,408046,43545,62699,61317,256001,39533,4314104,3226905,413512,377688,169870,285201,57012434,17221702,6515886,10797261,2076902,787903,1859812,533833,5572712,13071820,356401,1120664,570118,95759,1171679,223914,1368163,1488186,161511,262111,642042,466646,62691,75854,281367,887775,554101,470203,237612,348130,7117216,1349449,410387,341821,163050,893927,321824,83865,1505014,196434,576740,34131,202985,25027,6192201,6026,44530,144985,454724,736522,529938,66158,573948,568219,178155
Brew-151.d,651357,1024331,3876880,275558,108040,397069,49973,390904,24178,810772,382295,176472,190467,625741,921079,454152,114906,2605645,177864,499699,1165377,396965,89737,311905,49212,414834,,25318791,4112716,1992112,4388273,291119,151953,77927335,64106324,32995924,38167441,2132307,2304176,4769278,1772451,5212899,14076292,374401,3827824,1101080,98663,6144821,1114575,1794347,5424458,103245,281119,609147,259977,84400,,416852,844247,7493020,7224999,10971739,425431,44815835,7176013,418802,506338,818934,589917,63560,4015043,15065506,143672,714017,49658,165445,,4990340,13234,134171,372582,632768,753191,1532709,442275,711732,630397,688920
Brew-152.d,540628,1163394,2537830,300738,116056,383432,54576,106293,11677,163838,217449,79764,96855,222601,973226,191444,228306,2775587,556089,1138809,222681,398498,43919,62857,40183,272247,43255,5842550,3494587,393695,335804,170997,232224,87487543,17925524,6029956,10484513,2076991,685810,1588697,475108,5315426,12198179,341925,1627832,524080,91392,1109487,205810,1297314,1390417,152057,244427,616806,456111,66311,76457,317797,952901,533011,539947,252544,368882,6225553,1193904,388464,318663,148048,805283,313914,97281,1389523,191313,793666,32861,212125,23678,4734514,5732,45121,143551,404320,740149,510482,,541553,736664,140857
Brew-154.d,531555,887291,2770902,266248,103261,310107,45105,74987,17297,133922,86119,59872,40203,213574,982535,,230468,2256146,544796,1254901,206721,355473,33566,52158,44259,259731,39404,5262759,3267407,338822,210847,187449,236451,22421485,14758374,5081419,8445466,1737013,635746,1542914,445581,4623743,10973002,391279,835822,478873,78248,1050502,192212,724631,673705,148267,232247,583227,399685,61778,71476,274972,834879,380977,373347,217434,392022,5423670,1048140,408326,310575,109497,807701,298507,99715,1244238,203342,880191,,168470,26417,5559088,5134,34242,104178,476750,646841,352650,,636040,886218,137792
Brew-158.d,494275,426241,1081526,183591,127375,238236,40499,100989,10892,247091,210009,95697,85139,217374,1168360,212026,200046,3267093,470565,538885,161023,246353,47586,38371,25071,141160,37693,5717078,1913073,364499,190455,65427,214255,53633408,14921086,5177973,9189326,1447489,532577,1486321,470676,3932958,9612873,361563,851841,436721,59177,726964,167009,1449097,1468504,164417,261135,576715,496056,42067,59680,190741,548396,510333,510977,1282333,182599,8450998,1641984,447903,272780,168557,718195,250838,557967,1293406,204179,1543515,47422,195615,33223,4808775,3636,35685,166449,248568,685711,473335,390247,483287,736220,270842
